OpenLayersMapCode,Intermediate Geography,"House sales, numbers : 1993","House sales, numbers : 1994","House sales, numbers : 1995","House sales, numbers : 1996","House sales, numbers : 1997","House sales, numbers : 1998","House sales, numbers : 1999","House sales, numbers : 2000","House sales, numbers : 2001","House sales, numbers : 2002","House sales, numbers : 2003","House sales, numbers : 2004","House sales, numbers : 2005","House sales, numbers : 2006","House sales, numbers : 2007","House sales, numbers : 2008","House sales, numbers : 2009","House sales, numbers : 2010","House sales, numbers : 2011","House sales, numbers : 2012","House sales, lower quartile price : 1993","House sales, lower quartile price : 1994","House sales, lower quartile price : 1995","House sales, lower quartile price : 1996","House sales, lower quartile price : 1997","House sales, lower quartile price : 1998","House sales, lower quartile price : 1999","House sales, lower quartile price : 2000","House sales, lower quartile price : 2001","House sales, lower quartile price : 2002","House sales, lower quartile price : 2003","House sales, lower quartile price : 2004","House sales, lower quartile price : 2005","House sales, lower quartile price : 2006","House sales, lower quartile price : 2007","House sales, lower quartile price : 2008","House sales, lower quartile price : 2009","House sales, lower quartile price : 2010","House sales, lower quartile price : 2011","House sales, lower quartile price : 2012","House sales, median price : 1993","House sales, median price : 1994","House sales, median price : 1995","House sales, median price : 1996","House sales, median price : 1997","House sales, median price : 1998","House sales, median price : 1999","House sales, median price : 2000","House sales, median price : 2001","House sales, median price : 2002","House sales, median price : 2003","House sales, median price : 2004","House sales, median price : 2005","House sales, median price : 2006","House sales, median price : 2007","House sales, median price : 2008","House sales, median price : 2009","House sales, median price : 2010","House sales, median price : 2011","House sales, median price : 2012","House sales, mean price : 1993","House sales, mean price : 1994","House sales, mean price : 1995","House sales, mean price : 1996","House sales, mean price : 1997","House sales, mean price : 1998","House sales, mean price : 1999","House sales, mean price : 2000","House sales, mean price : 2001","House sales, mean price : 2002","House sales, mean price : 2003","House sales, mean price : 2004","House sales, mean price : 2005","House sales, mean price : 2006","House sales, mean price : 2007","House sales, mean price : 2008","House sales, mean price : 2009","House sales, mean price : 2010","House sales, mean price : 2011","House sales, mean price : 2012","House sales, upper quartile : 1993","House sales, upper quartile : 1994","House sales, upper quartile : 1995","House sales, upper quartile : 1996","House sales, upper quartile : 1997","House sales, upper quartile : 1998","House sales, upper quartile : 1999","House sales, upper quartile : 2000","House sales, upper quartile : 2001","House sales, upper quartile : 2002","House sales, upper quartile : 2003","House sales, upper quartile : 2004","House sales, upper quartile : 2005","House sales, upper quartile : 2006","House sales, upper quartile : 2007","House sales, upper quartile : 2008","House sales, upper quartile : 2009","House sales, upper quartile : 2010","House sales, upper quartile : 2011","House sales, upper quartile : 2012"
S02000363,S02000363   South Gyle,96,115,129,148,204,185,169,149,213,174,193,136,169,170,154,82,66,51,58,72,"39,973","42,000","52,000","47,000","52,104","50,000","53,500","57,000","66,750","73,000","92,300","102,890","105,000","120,000","135,000","139,500","122,500","124,000","117,650","116,500","48,625","54,000","63,250","57,250","60,000","65,500","67,500","70,600","78,000","93,063","120,190","121,308","130,000","139,975","160,000","167,500","154,500","155,000","148,125","148,750","52,685","56,989","64,071","60,123","63,724","76,240","74,288","73,863","82,709","103,833","126,488","136,170","145,707","150,534","169,789","178,364","156,487","162,416","153,397","166,054","60,000","64,500","75,000","71,625","73,875","87,000","83,000","85,250","90,500","125,000","155,000","157,566","175,000","173,000","195,500","202,000","175,000","195,000","175,600","210,000"
S02000364,S02000364   Prestonfield,53,61,73,96,115,69,50,75,107,74,74,79,69,103,73,60,40,59,45,42,"45,500","39,000","49,049","57,125","60,000","49,000","52,555","55,333","60,000","72,150","75,000","90,000","113,000","112,000","125,000","142,270","119,500","103,500","110,000","115,000","56,000","60,000","70,000","68,000","75,750","73,000","74,250","84,000","92,000","133,563","96,550","125,777","173,000","131,000","145,145","204,975","161,000","116,000","140,000","162,000","59,929","70,333","77,066","69,192","78,430","79,645","84,923","96,581","101,653","137,679","128,480","155,972","180,715","176,318","189,215","234,151","203,699","162,054","180,408","203,744","68,500","90,000","93,000","79,750","88,000","98,000","98,100","120,700","120,500","170,127","161,500","195,000","215,000","230,707","221,500","305,500","243,750","205,000","231,000","250,000"
S02000365,S02000365   Shandon,191,193,177,196,213,207,261,264,210,216,238,190,206,255,235,150,100,103,107,125,"39,000","41,761","43,000","51,550","55,000","58,000","66,000","75,000","75,657","92,125","109,000","140,000","129,550","146,500","160,000","152,000","149,998","146,000","149,500","150,000","53,000","54,330","57,255","63,950","68,621","72,072","83,000","87,975","93,000","120,000","140,000","165,000","158,650","171,718","190,000","186,294","175,000","179,950","183,500","180,000","61,907","60,566","60,891","65,229","70,526","76,050","86,051","93,634","105,507","129,477","151,837","176,937","167,931","193,950","215,284","212,087","190,465","198,951","213,461","216,735","65,539","65,000","70,107","73,850","80,450","91,600","94,950","103,450","120,127","150,000","168,527","196,623","185,000","210,000","249,500","245,000","230,000","240,000","249,999","228,500"
S02000366,S02000366   Forrester Park and Broomhall,108,110,73,90,94,112,121,104,120,110,106,118,102,105,111,71,37,52,39,40,"35,000","35,000","36,700","37,000","38,250","38,500","38,500","40,000","42,998","55,000","68,000","75,000","85,000","93,333","119,950","124,000","112,000","105,750","111,000","99,000","40,550","40,839","45,000","45,875","48,000","49,500","49,000","54,000","59,250","71,500","73,569","91,279","107,250","115,000","140,325","133,500","135,000","133,000","125,000","127,625","43,210","45,860","46,956","47,157","48,711","52,685","51,296","57,904","64,129","79,289","88,834","102,158","117,131","127,069","145,755","147,474","141,915","147,256","135,626","152,293","47,400","50,200","53,251","50,100","53,000","60,000","58,500","65,574","68,079","88,000","92,000","115,000","127,000","144,500","159,000","158,500","160,520","172,500","155,000","182,600"
S02000367,S02000367   Stenhouse,73,69,69,66,85,86,98,152,115,110,139,168,215,166,198,115,62,68,48,68,"35,500","36,000","36,500","36,500","39,500","38,577","42,500","45,000","45,000","53,000","66,000","81,075","90,000","96,000","114,000","111,000","100,000","100,000","90,000","82,500","38,750","40,250","42,000","41,775","43,000","42,879","47,341","52,750","55,000","60,000","78,000","93,250","100,500","110,489","125,000","125,000","116,000","115,000","108,500","95,000","40,466","41,646","44,335","43,070","44,294","43,733","48,636","56,145","54,585","65,918","78,409","97,210","108,507","118,696","133,355","127,088","115,932","112,028","102,141","98,172","41,950","45,000","46,500","45,000","47,313","47,500","52,000","61,250","59,995","70,000","88,153","115,500","131,000","125,000","142,000","140,000","125,000","126,000","117,000","105,000"
S02000368,"S02000368   Jewel, Brunstane and Newcraighall",98,136,138,82,76,127,85,86,99,97,121,120,103,103,126,63,47,34,30,33,"40,000","48,475","53,000","43,000","47,000","53,000","54,750","53,000","52,500","68,257","81,500","105,000","101,500","120,000","122,501","135,000","125,000","116,000","116,000","105,000","50,000","57,500","58,750","55,000","55,975","64,000","63,950","64,000","69,000","81,500","103,000","125,000","127,000","135,000","141,000","150,000","140,000","129,065","140,500","135,000","56,137","58,519","62,992","57,260","59,052","64,552","66,697","69,825","73,454","82,645","108,879","127,055","132,261","147,952","153,619","163,466","150,984","147,680","151,165","139,473","71,190","71,500","75,500","70,000","70,950","75,000","73,500","81,176","86,000","97,000","130,000","138,825","157,000","165,000","172,500","181,000","172,000","172,500","190,000","166,000"
S02000369,"S02000369   Ratho, Gogarburn and Airport",57,50,46,47,67,53,79,45,60,51,65,54,62,64,70,34,28,28,54,65,"49,000","48,000","51,000","47,000","50,000","49,995","53,950","57,995","59,250","70,000","80,000","96,000","119,950","126,500","142,500","126,000","145,000","131,000","153,650","161,161","60,000","57,001","66,500","59,949","72,000","59,495","60,000","71,000","74,050","95,650","94,000","125,500","185,000","158,500","189,500","147,498","158,250","162,500","257,500","270,000","71,204","74,772","71,909","62,711","77,230","74,875","90,963","77,374","98,718","119,953","114,964","162,874","175,564","176,550","208,284","205,507","185,290","196,945","257,110","290,810","73,000","75,000","82,000","73,000","91,566","77,500","84,157","85,000","95,550","160,000","130,000","192,500","210,000","201,291","250,000","245,000","249,998","244,375","345,000","399,000"
S02000370,S02000370   Dalkeith Rd,111,134,119,110,122,111,114,125,151,121,110,106,127,110,100,83,52,57,47,64,"45,020","48,000","54,250","53,500","59,000","69,000","75,000","84,000","85,000","107,555","123,000","131,250","146,000","160,000","150,000","170,000","152,750","163,500","175,000","152,530","54,000","58,750","62,000","60,000","66,333","80,650","94,133","105,000","100,000","140,000","149,500","180,750","175,000","190,438","209,500","200,000","178,500","230,000","262,000","205,103","65,780","71,049","85,807","73,848","81,287","112,738","132,028","151,001","125,677","171,483","179,148","217,121","240,750","238,159","257,584","261,252","284,385","272,622","349,357","293,525","69,000","73,500","82,400","74,050","82,525","129,000","150,000","154,000","132,000","179,000","212,000","230,000","272,500","285,000","311,741","274,147","287,000","345,000","695,000","349,100"
S02000371,S02000371   Marchmont West,143,127,143,160,149,139,131,118,137,130,102,123,102,105,106,75,59,69,57,72,"73,550","76,000","85,000","86,109","93,000","112,500","130,000","135,500","145,000","172,367","200,000","228,000","240,500","263,000","272,272","280,000","270,000","284,582","262,500","266,383","80,000","86,000","95,000","96,845","105,350","130,000","147,910","151,657","170,170","195,671","223,612","255,000","267,081","295,000","326,250","305,000","315,000","315,000","285,000","292,755","84,147","89,164","124,074","101,582","117,467","137,962","153,513","157,993","177,047","208,053","226,141","262,156","272,911","302,227","325,544","332,751","315,202","313,999","303,507","316,419","90,000","96,500","112,000","106,275","127,500","155,355","167,000","177,368","195,000","236,050","250,000","298,000","297,300","326,000","370,000","368,000","350,000","355,000","340,000","333,788"
S02000372,S02000372   Carrick Knowe,73,63,67,80,74,53,95,80,87,86,81,83,79,93,83,37,36,28,28,35,"44,500","46,000","46,000","45,250","48,000","49,000","53,000","58,000","60,000","68,500","84,000","97,555","107,000","119,000","143,500","147,500","131,000","125,000","107,000","118,000","46,000","50,000","47,750","48,000","49,950","51,000","56,120","65,750","66,750","79,748","95,000","115,000","120,000","126,126","155,155","157,000","143,750","138,750","134,000","124,000","53,540","59,493","53,134","53,184","57,934","65,229","70,692","77,823","81,906","93,018","112,470","126,891","144,310","149,175","194,846","166,431","153,700","183,600","172,789","152,766","55,500","69,000","53,000","55,628","56,500","58,500","82,950","85,725","80,101","90,000","118,000","129,250","138,000","146,000","227,500","164,000","160,500","203,559","194,500","135,000"
S02000373,S02000373   Gorgie West,220,208,156,179,185,245,305,262,197,235,233,180,208,188,247,145,61,91,112,63,"29,998","30,750","32,500","32,500","33,500","35,000","38,500","41,000","43,000","55,000","66,000","81,255","83,750","92,500","115,115","118,200","99,000","96,000","103,000","87,500","31,500","32,000","34,000","34,000","35,000","38,000","47,555","45,000","47,500","60,000","72,571","88,000","89,995","101,200","123,000","129,626","110,000","114,000","154,995","105,000","32,547","34,975","36,330","36,810","37,419","48,939","59,047","53,058","54,910","69,371","79,888","96,528","96,423","110,166","131,471","146,060","119,234","123,841","138,710","121,903","34,000","34,500","38,975","37,500","37,500","59,995","83,500","60,000","57,500","76,200","86,000","100,919","102,601","117,550","132,532","168,000","135,000","154,995","161,995","150,995"
S02000374,S02000374   Marchmont East and Sciennes,198,165,173,161,165,191,170,150,150,159,126,118,152,157,137,79,60,63,69,76,"45,000","48,550","53,235","57,000","58,000","67,500","69,000","74,000","87,000","101,119","110,600","136,136","140,534","150,000","181,000","170,000","136,700","157,500","146,000","155,500","56,050","65,000","67,000","70,000","72,500","81,000","97,125","103,051","108,500","140,000","164,569","185,000","182,325","200,000","246,500","220,000","193,744","210,000","190,000","213,750","64,373","69,161","77,470","72,886","83,919","93,090","109,850","121,461","124,877","158,126","189,312","202,334","202,990","225,328","258,789","261,185","219,879","254,198","235,217","250,097","70,000","78,950","83,000","80,000","92,500","101,028","125,000","135,000","140,000","178,251","192,500","231,250","228,000","260,000","291,000","283,250","250,000","280,010","250,000","282,500"
S02000375,S02000375   Polwarth,241,242,222,294,288,256,247,237,240,225,228,197,222,227,197,119,107,111,74,87,"32,500","34,500","35,950","38,000","37,998","42,279","46,000","51,015","55,000","70,000","82,263","95,387","97,000","110,629","130,000","124,995","113,000","108,000","105,000","105,000","36,500","40,975","42,500","48,640","50,000","50,553","54,050","67,384","70,120","85,000","100,261","115,110","126,500","130,650","152,250","148,000","140,000","140,000","136,500","134,000","43,402","45,170","44,527","52,944","54,474","56,334","61,081","75,175","76,432","95,018","108,827","127,908","129,984","143,672","160,618","162,917","149,824","148,188","141,473","148,734","45,100","51,000","48,750","68,500","69,975","68,050","72,125","93,660","95,000","115,000","131,750","153,000","152,546","167,048","182,862","189,950","175,000","180,000","165,000","182,000"
S02000376,S02000376   Bruntsfield,237,255,245,181,233,198,180,179,212,192,174,166,175,172,177,128,80,98,97,91,"51,750","56,250","59,000","60,000","65,000","75,000","83,525","86,000","98,575","116,800","136,777","160,000","168,000","190,000","195,195","195,075","193,583","202,000","183,000","193,000","60,000","67,506","67,500","74,100","75,000","85,750","96,549","106,192","121,350","146,898","166,350","189,500","199,995","222,111","233,500","241,125","232,500","245,101","232,250","237,237","62,969","71,902","72,099","79,603","80,133","97,076","113,766","118,503","130,200","158,646","184,481","200,151","209,094","253,844","254,199","249,517","249,001","272,190","249,624","251,861","70,512","79,797","77,000","86,000","87,600","106,500","125,000","134,833","142,375","181,575","200,600","224,750","235,000","274,116","283,457","277,500","270,250","285,000","268,500","280,077"
S02000377,S02000377   Gorgie East,158,158,143,139,142,180,241,239,257,180,183,198,182,157,163,122,61,58,40,50,"29,800","31,000","32,000","32,250","33,000","34,575","39,000","42,950","44,500","56,800","66,277","84,667","86,000","93,000","115,115","119,000","98,000","105,000","97,000","78,000","31,500","32,975","34,250","34,500","35,500","36,975","58,000","59,750","52,250","65,728","75,600","100,050","95,865","106,000","125,000","131,376","123,516","125,000","117,500","96,500","33,921","36,062","37,584","38,004","39,122","42,658","60,276","63,823","69,072","81,416","86,850","115,888","112,996","117,891","139,962","141,636","125,637","134,132","120,870","112,562","38,000","37,750","40,500","40,000","43,000","48,375","79,250","82,250","87,450","94,564","106,555","142,500","138,500","135,578","159,500","157,000","151,000","163,111","147,000","131,250"
S02000378,"S02000378   Bingham, Magdalene and the Christians",26,36,21,25,29,27,41,37,48,43,38,53,47,59,62,36,16,19,19,29,"34,000","34,500","35,000","32,000","34,500","33,250","35,950","35,000","35,250","39,950","52,000","61,000","66,785","75,000","99,000","101,000","105,500","95,000","83,500","72,500","42,000","39,000","39,344","36,500","37,500","43,036","42,500","40,000","45,750","50,000","60,000","72,000","78,000","86,500","112,348","114,000","127,500","107,500","132,000","103,497","48,398","51,078","47,935","51,046","52,763","49,844","50,995","49,835","54,273","60,157","80,439","84,647","98,515","103,172","148,656","125,277","153,752","134,737","139,658","102,854","54,010","56,325","48,000","49,509","52,000","56,000","60,000","52,000","56,025","65,000","85,000","85,000","105,000","110,000","146,000","141,500","167,500","149,000","170,000","130,000"
S02000379,S02000379   Meadows,164,136,154,204,143,143,142,139,161,136,128,110,160,148,133,173,82,94,123,129,"41,000","43,750","48,560","50,000","48,310","55,000","63,236","66,156","75,000","84,042","97,939","135,000","136,318","140,000","150,150","190,000","191,526","160,000","165,000","145,145","49,750","55,075","59,665","63,831","60,000","77,777","81,029","90,000","103,000","125,128","134,250","160,000","179,000","180,800","205,368","247,000","242,500","250,000","214,000","235,000","52,779","59,628","61,592","66,897","66,757","86,212","89,989","101,157","106,733","130,787","149,072","174,249","182,813","193,909","224,765","310,889","267,293","274,027","251,823","268,688","60,000","71,790","70,000","80,306","80,026","108,788","105,150","135,500","135,000","162,078","185,256","210,000","225,603","237,473","285,285","387,000","314,750","350,000","270,000","348,000"
S02000380,S02000380   Balgreen and Roseburn,115,115,94,124,121,165,153,121,127,151,127,135,131,146,140,72,55,79,77,66,"44,000","43,000","47,000","49,700","53,500","60,000","59,000","70,000","67,000","78,450","93,000","119,400","129,500","128,700","153,175","147,725","155,000","147,500","134,000","125,000","55,006","51,500","54,750","60,850","65,000","70,500","79,000","91,450","88,000","104,140","135,555","143,000","167,000","176,586","206,000","209,000","185,000","200,000","185,000","181,250","66,319","65,802","62,494","70,257","73,287","79,966","88,251","103,001","98,866","126,657","151,738","165,295","192,792","194,049","239,005","230,642","210,130","206,898","206,909","190,552","72,117","73,600","68,627","82,000","86,100","87,100","105,500","120,000","117,177","150,000","185,019","198,000","235,000","237,000","278,507","273,475","249,000","245,000","230,000","220,000"
S02000381,S02000381   Dalry and Fountainbridge,198,218,220,226,247,204,200,274,251,227,327,253,244,241,228,125,100,113,94,113,"30,950","32,000","34,000","35,000","37,000","38,750","42,500","45,350","48,500","65,625","82,500","93,500","95,000","107,650","128,475","125,000","116,325","110,000","117,000","108,000","34,750","34,275","39,897","40,950","48,000","48,000","55,000","58,750","60,000","82,500","115,000","123,000","112,605","127,000","150,000","152,000","139,500","149,000","140,000","145,000","36,715","38,619","44,807","43,559","49,352","52,025","57,526","64,626","67,379","87,950","125,951","140,389","123,394","136,941","163,079","160,832","149,763","155,100","144,563","161,060","39,000","44,000","50,000","47,505","59,500","60,000","68,325","74,995","81,500","106,266","155,000","175,000","140,204","160,000","186,500","182,500","167,825","180,000","175,000","180,000"
S02000382,S02000382   Willowbrae and Duddingston Village,139,123,118,145,149,155,140,147,173,175,197,203,163,172,193,87,64,81,82,72,"40,000","40,750","41,500","44,950","44,500","55,000","50,500","53,500","65,000","80,000","95,000","118,000","109,000","133,500","137,000","140,000","122,000","136,000","128,000","126,500","48,100","50,750","51,500","55,000","55,500","70,000","67,838","76,500","78,500","112,000","135,000","150,000","165,000","168,660","175,600","188,000","169,129","174,999","172,558","189,100","57,902","62,835","62,063","61,542","72,376","81,518","74,031","94,217","94,845","134,590","149,173","162,064","175,594","187,110","199,977","217,198","189,966","193,199","201,786","194,338","63,500","71,817","74,000","72,500","82,000","97,000","85,765","103,426","106,000","170,000","181,259","185,000","225,000","237,000","235,000","267,000","226,000","230,500","250,000","233,500"
S02000383,S02000383   Corstorphine,125,121,135,127,132,142,126,124,127,137,135,118,149,148,153,81,86,101,102,113,"49,500","52,000","64,000","53,135","55,000","63,000","65,350","70,554","72,161","88,500","107,000","122,000","129,000","147,550","165,000","159,250","160,000","142,500","160,000","135,000","69,250","76,500","83,500","84,100","79,750","88,625","96,877","89,000","106,250","127,500","153,000","188,750","195,000","243,621","234,950","220,000","220,000","236,222","222,500","196,100","86,578","90,649","87,473","92,443","99,515","96,336","113,430","111,634","129,180","167,842","183,082","217,425","227,035","258,918","261,058","252,393","241,035","254,020","251,243","236,341","102,000","112,159","103,000","117,500","130,000","125,733","144,287","137,500","162,400","227,777","248,147","298,000","290,000","324,000","325,000","326,210","320,000","350,000","327,050","305,000"
S02000384,S02000384   Duddingston,49,68,60,52,52,51,67,48,55,68,59,65,52,86,76,40,31,33,41,53,"77,750","72,000","62,995","72,000","85,642","78,000","97,000","116,500","120,000","130,000","139,503","193,193","181,275","213,000","204,750","276,750","203,302","246,000","222,500","190,000","88,250","95,000","94,250","93,000","113,750","120,500","138,000","154,209","164,589","183,800","218,812","246,125","250,000","286,378","321,750","326,000","290,000","295,000","266,500","265,000","90,965","92,164","91,761","91,048","110,432","112,584","133,285","145,682","161,209","174,663","206,286","235,210","249,878","276,736","291,873","336,062","274,294","284,352","265,887","255,802","105,000","106,054","112,500","114,500","135,000","140,000","163,388","170,000","192,500","220,068","255,000","280,162","304,000","331,003","363,273","376,875","345,000","333,500","325,000","320,000"
S02000385,S02000385   Tollcross,202,177,166,160,178,205,233,200,181,177,152,152,197,211,205,120,73,72,76,90,"34,000","37,000","37,000","42,250","43,500","50,000","55,213","57,875","60,000","75,000","93,500","103,052","115,000","130,000","144,000","144,998","135,000","136,250","118,250","140,000","42,000","45,000","43,863","51,750","52,000","65,000","75,000","76,000","74,995","100,000","120,968","136,250","140,000","171,300","180,000","170,900","165,750","161,579","155,000","165,000","44,225","50,504","49,814","52,684","54,388","67,450","80,299","87,418","85,594","112,573","132,464","148,860","173,793","187,586","198,949","185,350","181,231","189,604","182,380","176,414","49,000","55,222","58,000","60,000","60,000","78,001","95,495","99,750","96,108","131,000","162,525","178,336","185,000","220,000","239,950","205,000","202,000","230,500","219,138","207,000"
S02000386,S02000386   Joppa,127,109,116,113,135,109,94,127,120,133,117,138,130,134,122,67,60,74,110,95,"52,500","52,000","53,000","60,000","53,517","67,000","65,036","77,800","85,500","125,157","129,500","148,000","170,000","177,000","192,000","215,215","174,998","189,995","142,500","144,000","65,000","77,000","69,000","78,000","80,000","89,567","90,475","120,000","135,784","157,000","190,000","183,591","197,500","230,126","266,750","299,500","204,625","247,550","183,250","200,000","72,284","82,436","81,106","81,198","85,228","102,169","103,072","143,912","157,893","181,197","209,396","212,344","233,564","262,304","291,667","321,807","235,369","277,591","219,173","244,585","86,500","102,000","92,500","97,500","114,000","135,000","135,500","185,168","199,114","231,111","260,000","264,450","288,000","325,000","350,000","425,000","273,500","342,000","275,000","306,360"
S02000387,S02000387   Southside and Canongate,101,92,101,91,105,83,112,93,181,130,148,101,107,127,148,71,62,62,39,55,"36,500","38,000","37,950","39,500","42,000","44,559","50,750","58,000","67,000","75,225","92,056","105,000","115,300","120,000","135,389","126,500","119,878","124,250","120,000","125,000","41,950","45,025","50,157","47,000","52,000","52,000","66,675","70,000","120,117","97,888","124,813","131,131","150,000","145,000","174,725","168,000","146,500","165,000","145,000","165,000","46,283","52,798","52,659","51,349","54,793","59,919","79,077","77,186","147,325","121,269","144,031","137,233","155,776","156,285","185,655","168,945","158,650","169,733","156,115","166,694","53,500","60,000","63,000","60,000","66,000","68,365","104,750","83,500","225,000","145,995","175,000","159,000","185,000","182,000","211,000","187,500","175,000","196,000","170,000","193,333"
S02000388,S02000388   East Craigs,85,102,92,106,85,116,100,110,76,73,100,82,136,113,124,104,77,89,79,97,"48,500","52,950","52,750","58,000","60,000","60,000","66,500","72,500","70,250","95,000","99,625","119,000","159,500","158,000","152,750","204,278","155,000","165,000","175,000","180,000","65,000","78,000","69,000","75,000","85,000","105,868","138,071","131,000","119,025","129,450","154,000","180,000","249,873","262,000","224,500","297,500","210,000","249,999","210,000","245,000","71,708","89,315","75,062","80,093","85,618","114,050","137,047","126,475","132,667","147,379","181,969","196,184","251,092","277,340","259,230","299,408","248,214","280,889","232,639","254,323","92,277","103,301","93,500","100,000","105,000","163,500","197,000","165,000","179,476","197,208","244,950","250,000","329,750","351,000","345,000","399,000","317,500","365,000","265,000","305,000"
S02000389,"S02000389   Dean, West End and West Coates",193,210,208,283,357,323,318,229,234,244,248,222,206,266,254,146,127,114,110,155,"56,000","62,400","59,998","60,000","75,600","80,000","110,000","96,000","110,000","127,906","155,500","184,100","157,000","189,000","218,000","200,000","195,000","226,545","212,500","190,000","79,000","85,119","84,065","86,000","95,000","100,000","132,725","138,000","153,500","170,789","206,750","229,000","222,500","255,000","310,000","287,250","277,000","345,750","271,250","250,000","85,133","99,086","95,770","93,871","110,036","122,022","149,165","154,373","175,416","199,358","235,034","261,870","244,087","284,577","337,003","313,968","305,125","366,356","291,858","289,989","103,250","117,000","114,000","113,000","131,500","141,575","162,000","191,000","208,630","233,500","297,498","323,049","305,000","360,000","425,000","400,000","355,000","475,000","405,000","351,250"
S02000390,S02000390   Murrayfield and Ravelston,68,125,93,86,91,87,88,96,80,85,90,77,66,102,82,49,49,50,65,39,"90,450","110,000","95,000","97,000","121,021","125,000","134,100","142,000","180,263","201,201","249,000","260,000","267,500","297,500","300,000","330,000","345,000","305,000","350,000","294,000","128,419","159,000","134,000","137,046","201,053","175,000","205,095","208,645","272,500","283,000","349,096","390,000","410,000","416,500","500,000","476,383","485,000","461,250","482,000","410,000","137,226","163,003","149,381","157,334","195,206","193,994","233,808","256,151","318,752","324,526","380,360","424,942","426,584","432,056","479,418","465,726","482,104","465,701","476,044","456,702","170,500","195,000","183,000","175,571","240,241","235,650","281,927","332,064","412,500","400,000","480,000","550,000","625,000","620,000","715,000","655,150","675,000","690,000","715,000","550,261"
